"2","Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover"
"2","Randgold profit hit by poor gold price but dividend still increases"
"3","AstraZeneca does US$770mln anaesthetic deal"
"1","AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval"
"4","ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ..."
"2","Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group"
"0","Pearson to cut 4000 jobs as it warns on profits"
"2","FDA panel backs safety updates for AstraZeneca, Takeda drugs"
"2","LSE-Deutsche Boerse merger would signal end to exchange mega-deals"
"1","Intertek Hit By Pound Strength, Oil & Gas Slowdown; Still Ups Dividend"
"3","Tesco says recovery plan working after profit collapse"
"3","Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ..."
"2","Shell and BG Shareholders to Vote on Deal at End of January"
"2","Intercontinental Hotels, Starwood held early deal talks - FT"
"3","Warren Buffett's Berkshire Hathaway buys stake in Apple"
"3","Sunday Papers: Shire told to raise its offer by Baxalta investors"
"3","Britain's FTSE bounces back, Mondi and Barratt lead"
"1","Glencore slashes 2015 capex budget as annual profits slip 2%"
"2","Anheuser-Busch InBev Increases Offer for Rival SABMiller"
"2","Sainsbury CFO Rogers to Replace Home Retail CEO Walden"
"3","UPDATE 2-Exchanges, Barclays win dismissal of US high-frequency trading case"
"1","MarketsUS industrials lag as Barclays dims view"
"3","Zurich Insurance Considering Offer for UK Rival RSA Insurance"
"0","US DOJ antitrust unit subpoenas Mylan over pricing of doxycycline"
"3","AstraZeneca sells US gout drug rights to Ironwood for up to $265 million"
"2","Shell, Chevron Await LNG's Return From `Pause Mode'"
"2","Companies raise less money on London Stock Exchange in 2015"
"2","Shell and BG Shareholders to Vote on Deal at End of January"
"3","Glencore shares rally after miner hits back"
"3","ABN Amro: Bank that brought down RBS poised for return to the market"
"1","Verizon and AT&T accused of hurting rivals"
"3","ARM swings to profit in fourth quarter"
"2","Johnson Matthey profit falls but dividend rises"
"4","Auto Trader share price surges as company floats on LSE"
"2","ConAgra Names Former Hillshire Farms CEO Connolly to Top Post"
"1","Hargreaves Landown slides on trading update"
"1","Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ..."
"3","WPP, World's Largest Ad Agency, Reports Strong 2015 Growth"
"3","Shell Targets Gains From Brazil to LNG With Takeover of BG Group"
"0","Four former Barclays bankers jailed over Libor"
"0","Tesco Cut to Junk at Moody's on Concern Revival to Take Time"
"2","LPC-Glencore launches refinancing of $8.45billion loan"
"3","London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls"
"2","Easyjet targets business travellers with new perks"
"3","BP joins forces with Det Norske in Norway"
"3","Shire proposes $30 bln all-share tie-up with Baxalta"
"3","Tesco sales rise shows tentative recovery continues"
"2","Valeant Names Interim Leader as CEO Remains Hospitalized"
"3","AstraZeneca weighing up Acerta bid to secure blood cancer drug"
"2","BP asks for lower fine in penalty phase of Gulf spill trial"
"3","MarketsShire up 2.5% and Baxalta up 6% on $32bn deal"
"2","Warren Buffett's Awesome Feat at Berkshire Hathaway, Revisited"
"3","Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs"
"2","SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ..."
"2","Silicon Fen' champion brings exacting approach to Rolls-Royce"
"3","Tesco Said to Discuss Central and Eastern European Unit Sale"
"2","Glencore launches refinancing of credit line"
"2","Should You Follow Berkshire Hathaway Into Apple Stock?"
"3","UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers"
"3","FDA approves Shire's Vyvanse for binge-eating disorder"
"2","Entertainment One dispels ITV takeover rumours"
"2","Despite sales growth, UK's Tesco cautions recovery to be bumpy"
"1","Oil Giant Shell to Cut Around 2800 Jobs Amid BG Takeover"
"2","BAE Systems banks on US defence spending to fix sales slide"
"1","UK Christmas power demand to be lowest in 16 years â€“ National Grid"
"3","CompaniesCompass serves up half year profit rise"
"2","UK MORNING BRIEFING: Sky And Hargreaves Lansdown Bookend FTSE 100"
"4","InterContinental Hotels Group share price climbs on $1.5bn special dividend"
"3","AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma"
"3","Amazon to attack UK grocery market with Morrisons deal"
"1","Tesco made a bit of a crucial error in this promotion for Ramadan..."
"1","Falling oil prices hurt Hunting, Weir Group"
"2","Morning Agenda: Shire's Deal for NPS"
"3","AstraZeneca wins FDA approval for key new lung cancer pill"
"0","FCA set to fine Lloyds record Â£100m over PPI"
"2","Barclays's Next CEO Should Be Investment Banker, Aberdeen Says"
"0","RBS and Barclays shares temporarily suspended amid heavily losses"
"3","Shire to buy NPS for $5.2 billion to boost rare disease drugs"
"2","Tesco's boardroom clearout continues"
"2","BHP Billiton says no settlement yet on Brazil dam disaster"
"3","Arm buoyed by race to build the internet of things"
"1","AstraZeneca diabetes drug combination faces delay after FDA rebuff"
"3","Amazon's grocery deal with Morrisons is only the beginning"
"3","BAE Systems's sales boosted by European Typhoon and currencies"
"0","CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows"
"2","Barclays CEO poaches risk head from JP Morgan"
"3","BP signs $12 billion energy deal in Egypt"
"3","Shire says internal synergy goals from Baxalta deal higher"
"3","WPP wins race for 'programmatic buying' agency Essence Digital"
"4","Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit"
"2","AstraZeneca investment eats into profit"
"3","AstraZeneca bags another cancer drug deal, this time with Inovio"
"1","CompaniesCentrica shares drop 7% amid capital raise"
"0","Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout"
"3","UPDATE 1-Britain's Tullow says makes new oil find in Kenya"
"3","Britain's power supplies enough to meet winter demand - National Grid"
"3","Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today"
"2","UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake"
"3","UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February"
"3","PRESS: US High-Frequency Lawsuit Against Barclays Dismissed - Reuters"
"2","Shell CEO van Beurden's remuneration fell in 2015"
"1","Aberdeen AM posts H1 outflows, says conditions to remain challenging"
"2","Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit"
"2","Shell seeks to remove Greenpeace activists from oil rig"
"2","UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean"
"3","Pearson Forecasts Rising Earnings as Reorganization Pays Off"
"2","Morrisons faces festive sales test"
"2","Aviva shuts Friends Life head office in rapid integration move"
"1","Tesco to pay Â£8m to settle class-action lawsuit after accounting scandal"
"2","UPDATE 3-Stifel to buy former Lehman brokerage from Barclays"
"2","CompaniesRoyal Mail stake sale delivers Â£750m for taxpayer"
"2","NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger"
"2","Spain's Caixabank launches new takeover bid for Banco BPI"
"1","Former Aviva Investors analyst Mothahir Miah banned and fined Â£139000 by FCA ..."
"2","ARM shrugs off smartphone slowdown as newer designs win share"
"1","UPDATE 1-Petrofac posts net loss hurt by Shetland Islands project costs"
"3","Do it for me' trend underpins UK sales growth at Kingfisher"
"3","RBS invites pitches for broker role ahead of privatisation - sources"
"3","Bunzl delivers small profit increase for 2014"
"2","AB InBev Holds Talks With Regulators About California Deals"
"1","CompaniesMorrison evicted from FTSE 100 as Worldpay joins"
"2","Barclays denies deferred prosecution offer from SFO"
"1","LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks"
"2","PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT"
"3","Tesco chief excutive Dave Lewis sees 'encouraging signs' despite profits tumble"
"2","EasyJet Sneakairs"": Airline is testing smart shoes to help customers explore destinations"""
"3","The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever"
"1","SSE faces profiteering accusations despite 5.3% cut in gas charges"
"4","CompaniesRBS pulls a surprise: a 27% jump in profits"
"2","Shell, Chevron Await LNG's Return From `Pause Mode'"
"3","Barclays settles with US investors over Libor manipulation"
"2","Tesco says recovery on track, asks investors to be patient"
"2","Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?"
"0","UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge"
"3","National Grid profit up 15%; gas sale on track"
"3","AstraZeneca chases Acerta to secure next cancer drug winner"
"3","Prudential capital ratio beats forecasts, confirms UK head"
"2","CompaniesEx-City watchdog Turner joins Prudential board"
"1","Militants fire rockets at Algerian BP/Statoil gas plant, no casualties"
"3","BG Group Still Happy With Shell's $70 Billion Offer"
"3","CompaniesAstraZeneca wins nod for 'blockbuster' hopeful"
"1","Shell to Lay Off Another 2200 Staff"
"2","Carnival Corporation and China Merchants Group Sign Memo of Understanding ..."
"2","CompaniesDiageo stays neutral on India boardroom turmoil"
"3","Tesco to 'axe 10000 jobs' in 'simplification' drive to cut costs by 30 per cent"
"2","Barclays poised to replace Sir Mike Rake as he heads for exit"
"2","Tesco bans sugary drinks in â€œchildhood obesity driveâ€퀀"
"2","Tata Steel working with StanChart for UK unit sale - source"
"2","Sainsbury's share price: Grocer launches click-and-collect"
"0","AO World shares tumble on profit warning"
"2","Shell Targets Gains From Brazil to LNG With Takeover of BG Group"
"3","Glencore tells investors it is on track to reduce debt: Barclays"
"2","Whitbread boss Andy Harrison defends sales fall as 'just a blip'"
"3","Borealis Infrastructure putting together new Severn Trent bid"
"3","AstraZeneca sells US drug rights to Perrigo for $380 mln"
"1","Aggreko 2015 Profit Declines - Quick Facts"
"1","Pearson lags as UK's FTSE slips off record high"
"2","RBS hands Â£3.3m of shares to top staff"
"3","Glencore sells agriculture stake for $2.5bn"
"2","Barclays says has spent $150 million on US 'living will'"
"1","RBS share price: Group plans to slash 600 jobs"
"3","TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan"
"3","Eurozone bank lending continues to recover, slowly, Barclays says"
"2","RBS breaks with past by tearing investment bank apart"
"3","Aberdeen Asset Management Gains Foothold In China"
"0","BP to pay investors $175m over Gulf spill claims"
"3","Persimmon sees post-election pick-up"
"1","Fewer multi-buys hurt Sainsbury's market share"
"3","Australia clears AB Inbev's $100 billion SABMiller buyout plan"
"3","London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls"
"1","AstraZeneca profit down as sales of stalwarts fade"
"3","Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones"
"3","Associated British Foods helps FTSE to rebound"
"2","Why Shell Cut Ties to Conservative Lobby Group Over Climate Change"
"3","Johnson Matthey sells research chemicals unit to Thermo Scientific"
"3","Tesco rebounds as buyers sense a bargain"
"2","Valeant CEO Returns From Leave, Company Withdraws Guidance"
"4","AstraZeneca shares climb 3% as drug maker ups profits forecasts"
"1","FastJet slams EasyJet founder Stelios for going public, is taking legal advice"" over letter about contractual ..."""
"1","Failure of leadership' behind Tesco troubles, says former CEO Leahy"
"2","British American Tobacco says would fight UK 'plain packaging' law"
"3","Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts"
"3","Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale"
"2","Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?"
"3","Persimmon reports strong trading despite EU vote and planning delays"
"2","NYSE owner ICE considers offer for LSE"
"2","CompaniesSanofi poaches immunology expert from AstraZeneca"
"2","Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ..."
"1","BP ends 27-year sponsorship of Tate as falling oil price takes toll"
"1","Royal Dutch Shell pulls plug on Arctic exploration"
"3","Horizonte acquires neighbouring Glencore nickel property in Brazil"
"3","Standard Chartered, RBS Escape Capital Raising in Stress Test"
"3","FDA approves AstraZeneca drug for advanced lung cancer"
"2","Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase"
"2","Water utility Severn Trent ups savings forecast, FY profit falls"
"1","Reed Elsevier shares cool after profit dip"
"2","BAE Systems lines up oil exec Woodburn as next CEO -source"
"2","Diageo share price: Group issues half-year update"
"2","CompaniesDiageo moves CFO to lead North American business"
"2","RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says"
"2","Legal & General share price: Finance chief to step down"
"2","CompaniesLSE adds ex-SEC head Schapiro to board"
"3","European shares fall on Chinese import data, SABMiller soars"
"3","News FeedSchroders books solid earnings growth, several board changes"
"3","Valeant, AstraZeneca strike psoriasis drug deal"
"3","Barclays considers acquisition to help split off retail arm"
"0","CFTC fines Barclays $560000 for inaccurate swaps position reports"
"2","Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter"
"3","Tesco turnaround gathers pace under new CEO"
"1","Tesco, Asda sales fall as march of the discounters continues: Kantar"
"3","METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output"
"1","BP cuts capex for third time this year to deal with weak oil"
"3","Aspen to Buy Anaesthetics From AstraZeneca for $520 Million"
"1","Sainsbury chief warns of squeeze on high street retailers"
"1","US sanctions put Gazprom-Shell alliance plans in jeopardy"
"1","UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration"
"2","AB InBev to Sell SABMiller Stake in China's Snow Beer"
"4","Persimmon share price climbs on 23% rise in full-year revenue"
"2","Royal Mail hands chief executive Moya Greene a 13% rise in her pay package"
"3","Travis Perkins to create 4000 jobs"
"1","LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk"
"1","Britain cuts Lloyds Banking Group stake to below 17 pct"
"3","LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise"
"0","BP Reports $583 Million Loss in First Quarter"
"0","Britain's FTSE led lower by ITV, William Hill"
"2","Barclays set to name former JPMorgan banker Staley as new CEO"
"2","Friday Papers: Sir Philip Green sells BHS for Â£1"
"3","Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo"
"3","Spain's CaixaBank Expects To Close Deal For Banco BPI"
"3","How Kraft-Heinz Merger Came Together in Speedy 10 Weeks"
"3","Persimmon revenues lifted 12% by post-election confidence"
"2","REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm"
"1","US urges final approval of $20 billion BP oil spill pact"
"3","Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group"
"3","UPDATE 1-GSK-linked investigator freed early from China jail - source"
"0","FTSE hits three-week low as financials, Tesco fall"
"1","LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk"
"2","Weir Group offloads two renewables units"
"1","Aggreko says first half profits will be lower as the oil price rout claims its latest victim"
"0","Industry NewsRevenue, earnings take a tumble at Weir Group"
"3","News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ..."
"1","Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ..."
"1","London stock exchange shareholders vote on merger deal under Brexit cloud"
"3","UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ..."
"2","Intercontinental Exchange Opts Not to Bid for London Stock Exchange"
"2","Dave Lewis paid Â£4.1m for first 6 months at Tesco"
"3","Weir Group says first-half profits will be 'slightly ahead' of expectations"
"3","Glencore Sells $2.5 Billion Stake in Agriculture Unit"
"2","AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ..."
"3","Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent"
"0","Britain's FTSE hits three-week low as financials, Tesco fall"
"4","Trading ExpertBROKER RECOMMENDATIONSUBS ups RBS to 'buy' as it re-initiates coverage on UK banks"
"3","3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions"
"1","Shell's $70 Billion BG Deal Meets Shareholder Skepticism"
"3","GKN to buy Fokker Technologies for 706 mln euros"
"4","Questor share tip: Mondi shares jump 10pc on strong start"
"1","Berkshire discloses unit's ties to Iran, opens probe"
"1","Rio Tinto swings to loss, drops dividend policy"
"3","Rio Tinto Reaffirms Goal for Iron Ore Output"
"0","Shares in easyJet fall to three-year low after Brexit profit warning"
"3","Shire share price: Group releases full-year results"
"3","AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ..."
"1","Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing"
"3","SABMiller buys Meantime to quench thirst for craft beer"
"0","Standard Chartered to slash costs as profits plunge 25%"
"4","Buffett's Berkshire delivers 9.8% profit growth"
"2","Rio Tinto CEO Sam Walsh rejects fears over China growth, demand"
"2","CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn"
"2","Reed Elsevier to rename itself RELX Group"
"2","Sotheby's chairman takes his final sale"
"2","Insight hires Aviva's David Hillier for multi-asset team"
"3","Shell offers 50 percent premium to buy BG for $70 billion"
"3","Novartis buys remaining rights to GSK treatment in deal up to $1 billion"
"3","AB InBev to sell Peroni and Grolsch"
"1","Unilever posts weaker-than-expected fourth quarter"
"2","UPDATE 1-Dairy Crest loses a third of Morrisons milk contract"
"4","Rolls-Royce Wins $9.2 Billion Order From Emirates Airline"
"2","Entertainment One dispels ITV takeover rumours"
"3","NYSE owner ICE considers offer for LSE"
"3","Novartis buys remaining rights to GSK treatment in deal up to $1 billion"
"3","EU drops Shell, BP, Statoil from ethanol benchmark investigation"
"1","HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says"
"1","UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean"
"2","PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT"
"2","RBS bosses ordered to go out and meet small firms"
"3","AB InBev offers to sell some SABMiller brands"
"2","RPT-UK supermarkets braced for battle as Tesco comes out fighting"
"2","UPDATE 1-Glencore flags sale of some Australia, Chile assets"
"2","Barclays says not been offered deferred prosecution deal by SFO"
"3","Aviva promises higher dividends to boost flagging share price"
"3","Brewer AB InBev seeks $275 bln tie-up with SABMiller"
"1","Intercontinental Exchange Opts Not to Bid for London Stock Exchange"
"1","Glencore Cuts 2015 Budget, Plans To Divest From Lonmin"
"0","HSBC Posts Surprise Fourth-Quarter Pretax Loss of $858 Million"
"4","Earnings surge as fund manager Schroders reports a record year"
"1","Eurocrat left best-placed to unravel London Stock Exchange deal"
"2","Lawmakers worry AB InBev beer deal will hurt craft brewers"
"4","StanLife leads FTSE after strong earnings"
"3","Lloyds Banking Group eyes return to dealmaking with MBNA bid"
"3","Anheuser-Busch InBev Increases Offer for Rival SABMiller"
"1","UK government sells more Lloyds shares, cuts stake to below 12 percent"
"3","Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ..."
"1","Tesco says UK store closures put 2000 jobs at risk"
"3","Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder"
"2","Buffett talks wind energy, Coca-Cola at Berkshire meeting"
"2","TSB boss: Current account switching must be simpler"
"1","Barclays CEO Staley Says Brexit Slump Caused by Profit Fears"
"3","Retailers Kingfisher and Sports Direct rise in Britain's share index"
"2","Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions"
"3","GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps"
"2","EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany"
"3","AstraZeneca says new lung cancer pill Tagrisso approved by EU"
"0","Two former Barclays traders face retrial over Libor"
"2","MarketsBP promotes upstream boss to deputy CEO"
"1","Glencore swings to loss, will sell more assets"
"3","Shell to buy BG Group in $69.7 billion takeover"
"0","Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies"
"4","UK's FTSE climbs to record closing high as Standard Chartered surges"
"2","US judge rules that BP spill smaller than feared"
